,highest_offense_description,year,count
3061,ASSAULT  CONTACT-SEXUAL NATURE,2014,66
3062,ASSAULT BY CONTACT,2014,461
3063,ASSAULT BY CONTACT FAM/DATING,2014,361
3064,ASSAULT BY THREAT,2014,455
3065,ASSAULT BY THREAT FAM/DATING,2014,115
3066,ASSAULT ON PUBLIC SERVANT,2014,51
3067,ASSAULT W/INJURY-FAM/DATE VIOL,2014,2215
3068,ASSAULT WITH INJURY,2014,1103
3069,AUTO THEFT,2014,1047
3070,BANK KITING,2014,1
3071,BOATING WHILE INTOXICATED,2014,4
3072,BOMB THREAT,2014,8
3073,BREACH OF COMPUTER SECURITY,2014,66
3074,BRIBERY,2014,1
3075,BURG NON RESIDENCE SHEDS,2014,143
3076,BURG OF RES - FAM/DATING ASLT,2014,21
3077,BURG OF RES - SEXUAL NATURE,2014,5
3078,BURGLARY NON RESIDENCE,2014,728
3079,BURGLARY OF COIN-OP MACHINE,2014,38
3080,BURGLARY OF RESIDENCE,2014,2419
3081,BURGLARY OF VEHICLE,2014,4973
3082,CAMPING IN PARK,2014,126
3083,CAPITAL MURDER,2014,5
3084,CHILD CUSTODY INTERFERE,2014,400
3085,CHILD ENDANGERMENT- ABANDONMEN,2014,127
3086,CIVIL DISTURBANCE/DEMO,2014,35
3087,CONT SEX ABUSE OF CHILD,2014,3
3088,CONTEMPT OF COURT,2014,1
3089,CONTROLLED SUB VIOL - OTHER,2014,1
3090,COUNTERFEITING,2014,34
3091,CRASH/FAIL STOP AND RENDER AID,2014,107
3092,CRASH/INTOXICATION ASSAULT,2014,7
3093,CRED CARD ABUSE - EXPIR-CANCEL,2014,5
3094,CRED CARD ABUSE - OTHER,2014,341
3095,CRED CARD ABUSE BY FORGERY,2014,21
3096,CRIMES AGAINST ELDERLY,2014,1
3097,CRIMINAL MISCHIEF,2014,2973
3098,CRIMINAL MISCHIEF BY ARSON,2014,9
3099,CRIMINAL SOLICITATION OF MINOR,2014,8
3100,CRIMINAL TRESPASS,2014,419
3101,CRIMINAL TRESPASS/HOTEL,2014,19
3102,CRIMINAL TRESPASS/TRANSIENT,2014,70
3103,CRUELTY TO ANIMALS,2014,92
3104,CUSTODY ARREST TRAFFIC WARR,2014,1021
3105,DAMAGE CITY PROP,2014,129
3106,DATING DISTURBANCE,2014,528
3107,DEADLY CONDUCT,2014,44
3108,DEADLY CONDUCT FAM/DATE VIOL,2014,2
3109,DEBIT CARD ABUSE,2014,275
3110,DEL CONTROLLED SUB/NARCOTIC,2014,121
3111,DEL CONTROLLED SUB/OTHER,2014,3
3112,DEL CONTROLLED SUB/SYN NARC,2014,10
3113,DEL MARIJUANA,2014,4
3114,DEL OF ALCOHOL TO MINOR,2014,5
3115,DEPENDENT AND NEGLECTED CHILD,2014,3
3116,DISCLOSE/PROMO INTIMATE VISUAL,2014,1
3117,DISTRIB HARMFUL MATERIAL MINOR,2014,5
3118,DISTURBANCE - OTHER,2014,1945
3119,DOC ABUSE OR THREAT,2014,8
3120,DOC ABUSIVE LANGUAGE,2014,15
3121,DOC DISCHARGE GUN - PUB PLACE,2014,15
3122,DOC DISCHARGE GUN - PUB ROAD,2014,4
3123,DOC DISPLAY GUN/DEADLY PUB PLC,2014,15
3124,DOC EXPOSURE,2014,24
3125,DOC FIGHTING,2014,104
3126,DOC OFFENSIVE GESTURE,2014,6
3127,DOC UNREASONABLE NOISE,2014,46
3128,DOC WINDOW PEEPING - PUB AREA,2014,3
3129,DOC WINDOW PEEPING-RESIDENCE,2014,22
3130,DRIVING WHILE INTOX / FELONY,2014,141
3131,DUI - AGE 16 AND UNDER,2014,1
3132,DUI - AGE 17 TO 20,2014,26
3133,DUMPING REFUSE NEAR HIGHWAY,2014,10
3134,DWI,2014,1653
3135,DWI  .15 BAC OR ABOVE,2014,254
3136,DWI - CHILD PASSENGER,2014,34
3137,DWI - DRUG RECOGNITION EXPERT,2014,43
3138,DWI 2ND,2014,312
3139,ENTICING A CHILD,2014,4
3140,EVADING / FOOT,2014,104
3141,EVADING / VEHICLE PURSUIT,2014,16
3142,EVADING VEHICLE,2014,86
3143,EXPLOSIVE ORDNANCE DISPOSAL,2014,31
3144,FAILURE TO IDENTIFY,2014,139
3145,FAILURE TO REG AS SEX OFFENDER,2014,40
3146,FALSE ALARM OR REPORT,2014,37
3147,FALSE REPORT TO CPS,2014,3
3148,FALSE REPORT TO PEACE OFFICER,2014,26
3149,FALSE STATEMENT -OBTAIN CREDIT,2014,4
3150,FAMILY DISTURBANCE,2014,6345
3151,FAMILY DISTURBANCE/PARENTAL,2014,557
3152,FEDERAL VIOL/OTHER,2014,193
3153,FELONY ENHANCEMENT/ASSLT W/INJ,2014,141
3154,FORGERY - OTHER,2014,67
3155,FORGERY AND PASSING,2014,176
3156,FORGERY BY ALTERATION,2014,12
3157,FORGERY BY MAKING,2014,15
3158,FORGERY OF IDENTIFICATION,2014,4
3159,FORGERY- CERTIFICATE OF TITLE,2014,2
3160,FRAUD - OTHER,2014,848
3161,FRAUD DESTRUCTION OF A WRITING,2014,7
3162,FRAUD FILING FINANCE STATEMENT,2014,1
3163,GAMBLING,2014,18
3164,GAMBLING PROMOTION,2014,2
3165,GRAFFITI,2014,368
3166,HARASSMENT,2014,1500
3167,HARASSMENT OF A PUBLIC SERVANT,2014,5
3168,HARBORING RUNAWAY CHILD,2014,10
3169,HINDER SECURED CREDITORS,2014,7
3170,HINDERING APPREHENSION,2014,5
3171,IDENTITY THEFT,2014,568
3172,IDENTITY THEFT-TAX RETURNS,2014,4
3173,ILLUMIN AIRCRAFT INTENSE LIGHT,2014,2
3174,IMMIGRATION HOLD/ARREST,2014,17
3175,IMPERSONATING PUBLIC SERVANT,2014,9
3176,IMPROPER CONTACT-SEX ASLT VICT,2014,1
3177,INCEST-PROHIBITED SEX CONDUCT,2014,1
3178,INDECENCY WITH A CHILD/CONTACT,2014,125
3179,INDECENCY WITH CHILD/EXPOSURE,2014,18
3180,INDECENT EXPOSURE,2014,52
3181,INHALANT ABUSE,2014,4
3182,INJ TO DISABLED  FAM/DATE VIOL,2014,8
3183,INJ TO ELDERLY   FAM/DATE VIOL,2014,13
3184,INJ/CHILD FV (NO CARE/CUSTODY),2014,5
3185,INJURY DISABLED INDIVIDUAL,2014,118
3186,INJURY TO CHILD,2014,60
3187,INJURY TO CHILD (CARE/CUSTODY),2014,16
3188,INJURY TO ELDERLY PERSON,2014,13
3189,INTER EMERG PHONECALL FAM/DATE,2014,14
3190,INTERFERENCE PUBLIC DUTIES,2014,6
3191,INTERFERING W/EMERG PHONE CALL,2014,4
3192,INVASIVE VISUAL RECORDING,2014,12
3193,KIDNAPPING,2014,7
3194,KIDNAPPING FAM VIO,2014,1
3195,LIQUOR LAW VIOLATION/OTHER,2014,34
3196,LITTERING,2014,27
3197,MANSLAUGHTER,2014,3
3198,MISAPPLY FIDUCIARY PROP,2014,6
3199,MONEY LAUNDERING,2014,6
3200,MURDER,2014,7
3201,NUISANCE ABATEMENT,2014,13
3202,OBSCENE DISPLAY - DISTRIBUTION,2014,4
3203,OBTAIN CONTROLLED SUB BY FRAUD,2014,26
3204,ONLINE IMPERSONATION,2014,49
3205,ONLINE SOLICITATION OF A MINOR,2014,1
3206,PAROLE VIOL,2014,85
3207,POSS CONTROLLED SUB/NARCOTIC,2014,709
3208,POSS CONTROLLED SUB/OTHER,2014,55
3209,POSS CONTROLLED SUB/SYN NARC,2014,47
3210,POSS CRIMINAL INSTRUMENT,2014,1
3211,POSS DANG DRUG,2014,30
3212,POSS OF ALCOHOL - AGE 17 TO 20,2014,21
3213,POSS OF DRUG PARAPHERNALIA,2014,431
3214,POSS OF FIREARM BY FELON,2014,38
3215,POSS OF PROHIBITED WEAPON,2014,26
3216,POSS/PROMO CHILD PORNOGRAPHY,2014,18
3217,POSSESSION OF MARIJUANA,2014,1148
3218,PROBATION VIOL,2014,9
3219,PROMOTION OF PROSTITUTION,2014,12
3220,PROSTITUTION,2014,118
3221,PROTECTIVE ORDER,2014,321
3222,PROWLER,2014,11
3223,PUBLIC INTOXICATION,2014,1030
3224,PUBLIC LEWDNESS,2014,16
3225,PURCHASING PROSTITUTION,2014,1
3226,PURSE SNATCHING,2014,2
3227,RAPE,2014,259
3228,RAPE OF A CHILD,2014,60
3229,RECKLESS CONDUCT,2014,1
3230,RECKLESS DAMAGE,2014,26
3231,RESISTING ARREST OR SEARCH,2014,45
3232,RETALIATION,2014,18
3233,ROBBERY BY ASSAULT,2014,137
3234,ROBBERY BY THREAT,2014,35
3235,RUNAWAY CHILD,2014,1209
3236,SEXUAL ASSAULT OF CHILD/OBJECT,2014,29
3237,SEXUAL ASSAULT W/ OBJECT,2014,86
3238,SIT AND LIE ORDINANCE VIOL,2014,3
3239,SMUGGLING ILLEGAL ALIEN,2014,7
3240,STALKING,2014,41
3241,STATUTORY RAPE OF CHILD,2014,15
3242,SUSPICIOUS PERSON,2014,9
3243,TAKE WEAPON FRM POLICE OFFICER,2014,3
3244,TAMPERING WITH EVIDENCE,2014,18
3245,TAMPERING WITH GOV RECORD,2014,3
3246,TAMPERING WITH WITNESS,2014,2
3247,TERRORISTIC THREAT,2014,356
3248,TERRORISTIC THREAT-FAM/DAT VIO,2014,111
3249,THEFT,2014,4419
3250,THEFT BY CHECK,2014,16
3251,THEFT BY EMBEZZLEMENT,2014,6
3252,THEFT BY EXTORTION,2014,1
3253,THEFT BY FALSE PRETEXT/BUNCO,2014,10
3254,THEFT BY PUBLIC SERVANT,2014,2
3255,THEFT BY SHOPLIFTING,2014,692
3256,THEFT CATALYTIC CONVERTER,2014,8
3257,THEFT FROM AUTO,2014,276
3258,THEFT FROM BUILDING,2014,96
3259,THEFT FROM PERSON,2014,160
3260,THEFT OF AUTO PARTS,2014,127
3261,THEFT OF BICYCLE,2014,717
3262,THEFT OF HEAVY EQUIPMENT,2014,7
3263,THEFT OF LICENSE PLATE,2014,209
3264,THEFT OF METAL,2014,136
3265,THEFT OF SERVICE,2014,448
3266,THEFT OF TELECOMMUNICATION SRV,2014,1
3267,THEFT OF TRAILER,2014,76
3268,THEFT- APPROPRIATE STOLEN PROP,2014,6
3269,THEFT/TILL TAPPING,2014,1
3270,TOBACCO VIOL - AGE 17,2014,5
3271,TOBACCO VIOL - UNDER AGE 17,2014,4
3272,TRADEMARK COUNTERFEITING,2014,7
3273,TRAFFICKING OF PERSONS,2014,8
3274,TRUANCY,2014,2
3275,UCW LICENSE PREMISE,2014,2
3276,UNLAWFUL CARRY-LIC HOLDER,2014,5
3277,UNLAWFUL CARRYING WEAPON,2014,63
3278,UNLAWFUL INTERCEPTION,2014,1
3279,UNLAWFUL RESTRAINT,2014,9
3280,UNLAWFUL RESTRAINT FAM/DAT VIO,2014,5
3281,URINATING IN PUBLIC PLACE,2014,36
3282,VIOL CITY ORDINANCE -  GAME RM,2014,6
3283,VIOL CITY ORDINANCE - CURFEW,2014,32
3284,VIOL CITY ORDINANCE - DOG,2014,138
3285,VIOL CITY ORDINANCE - OTHER,2014,299
3286,VIOL CITY ORDINANCE - SMOKING,2014,44
3287,VIOL CITY ORDINANCE - SOUND,2014,27
3288,VIOL CITY ORDINANCE - TAXI,2014,5
3289,VIOL CITY ORDINANCE - WRECKER,2014,59
3290,VIOL CITY ORDINANCE -FIREWORK,2014,2
3291,VIOL GLASS CONTAINER,2014,1
3292,VIOL OF BOND CONDITIONS,2014,6
3293,VIOL OF EMERG PROTECTIVE ORDER,2014,62
3294,VIOL OF PARK CURFEW,2014,14
3295,VIOL OF PROTECTIVE ORDER,2014,164
3296,VIOL STATE LAW - OTHER,2014,165
3297,VIOL STAY AWAY ORDER,2014,7
3298,VIOL TEMP EX PARTE  ORDER,2014,6
3299,VIOL WATER SAFETY ACT,2014,3
3300,VOCO - ALCOHOL  CONSUMPTION,2014,78
3301,VOCO AMPLIFIED MUSIC/VEHICLE,2014,9
3302,VOCO SOLICITATION PROHIBIT,2014,81
3303,WARRANT ARREST NON TRAFFIC,2014,1202
3304,WEAPON VIOL - OTHER,2014,4
3305,AGG ASLT ENHANC STRANGL/SUFFOC,2015,36
3306,AGG ASLT STRANGLE/SUFFOCATE,2015,315
3307,AGG ASLT W/MOTOR VEH FAM/DAT V,2015,20
3308,AGG ASSAULT,2015,262
3309,AGG ASSAULT FAM/DATE VIOLENCE,2015,179
3310,AGG ASSAULT ON PUBLIC SERVANT,2015,6
3311,AGG ASSAULT WITH MOTOR VEH,2015,33
3312,AGG FORCED SODOMY OF CHILD,2015,6
3313,AGG RAPE,2015,14
3314,AGG RAPE OF A CHILD,2015,52
3315,AGG ROBBERY BY ASSAULT,2015,7
3316,AGG ROBBERY/DEADLY WEAPON,2015,179
3317,AGG SEXUAL ASSAULT CHILD/OBJEC,2015,25
3318,AGG SEXUAL ASSAULT W OBJECT,2015,2
3319,AIRPORT - BREACH OF SECURITY,2015,2
3320,AIRPORT - FEDERAL VIOL,2015,5
3321,AIRPORT PLACES WEAPON PROHIBIT,2015,10
3322,APPLIC TO REVOKE PROBATION,2015,70
3323,ARSON,2015,28
3324,ASSAULT  CONTACT-SEXUAL NATURE,2015,93
3325,ASSAULT - SCHOOL PERSONNEL,2015,1
3326,ASSAULT BY CONTACT,2015,464
3327,ASSAULT BY CONTACT FAM/DATING,2015,632
3328,ASSAULT BY THREAT,2015,399
3329,ASSAULT BY THREAT FAM/DATING,2015,160
3330,ASSAULT ON PUBLIC SERVANT,2015,58
3331,ASSAULT W/INJURY-FAM/DATE VIOL,2015,2044
3332,ASSAULT WITH INJURY,2015,1049
3333,AUTO THEFT,2015,937
3334,BOATING WHILE INTOXICATED,2015,2
3335,BOMB THREAT,2015,8
3336,BREACH OF COMPUTER SECURITY,2015,43
3337,BURG NON RESIDENCE SHEDS,2015,135
3338,BURG OF RES - FAM/DATING ASLT,2015,15
3339,BURG OF RES - SEXUAL NATURE,2015,7
3340,BURGLARY NON RESIDENCE,2015,717
3341,BURGLARY OF COIN-OP MACHINE,2015,28
3342,BURGLARY OF RESIDENCE,2015,1951
3343,BURGLARY OF VEHICLE,2015,4542
3344,CAMPING IN PARK,2015,75
3345,CAPITAL MURDER,2015,2
3346,CHILD CUSTODY INTERFERE,2015,390
3347,CHILD ENDANGERMENT- ABANDONMEN,2015,94
3348,CIVIL DISTURBANCE/DEMO,2015,28
3349,CONT SEX ABUSE OF CHILD,2015,11
3350,CONTEMPT OF COURT,2015,1
3351,CONTROLLED SUB VIOL - OTHER,2015,2
3352,COUNTERFEITING,2015,19
3353,CRASH/FAIL STOP AND RENDER AID,2015,155
3354,CRASH/INTOX MANSLAUGHTER,2015,3
3355,CRASH/INTOXICATION ASSAULT,2015,15
3356,CRED CARD ABUSE - EXPIR-CANCEL,2015,2
3357,CRED CARD ABUSE - OTHER,2015,380
3358,CRED CARD ABUSE BY FORGERY,2015,39
3359,CRIMINAL MISCHIEF,2015,2887
3360,CRIMINAL MISCHIEF BY ARSON,2015,14
3361,CRIMINAL SOLICITATION,2015,2
3362,CRIMINAL SOLICITATION OF MINOR,2015,10
3363,CRIMINAL TRESPASS,2015,418
3364,CRIMINAL TRESPASS/HOTEL,2015,15
3365,CRIMINAL TRESPASS/TRANSIENT,2015,70
3366,CRUELTY TO ANIMALS,2015,95
3367,CUSTODY ARREST TRAFFIC WARR,2015,797
3368,DAMAGE CITY PROP,2015,123
3369,DATING DISTURBANCE,2015,506
3370,DEADLY CONDUCT,2015,60
3371,DEADLY CONDUCT FAM/DATE VIOL,2015,2
3372,DEBIT CARD ABUSE,2015,411
3373,DEL CONTROLLED SUB/NARCOTIC,2015,93
3374,DEL CONTROLLED SUB/OTHER,2015,1
3375,DEL CONTROLLED SUB/SYN NARC,2015,5
3376,DEL MARIJUANA,2015,1
3377,DEL OF ALCOHOL TO MINOR,2015,3
3378,DEPENDENT AND NEGLECTED CHILD,2015,52
3379,DESECRATION VENERATED OBJECT,2015,1
3380,DISCLOSE/PROMO INTIMATE VISUAL,2015,4
3381,DISPOSAL OF SOLID WASTE,2015,1
3382,DISTRIB HARMFUL MATERIAL MINOR,2015,5
3383,DISTURBANCE - OTHER,2015,1826
3384,DOC ABUSE OR THREAT,2015,16
3385,DOC ABUSIVE LANGUAGE,2015,11
3386,DOC CREATING NOXIOUS ODOR,2015,1
3387,DOC DISCHARGE GUN - PUB PLACE,2015,26
3388,DOC DISCHARGE GUN - PUB ROAD,2015,9
3389,DOC DISPLAY GUN/DEADLY PUB PLC,2015,27
3390,DOC EXPOSURE,2015,46
3391,DOC FIGHTING,2015,100
3392,DOC OFFENSIVE GESTURE,2015,8
3393,DOC UNREASONABLE NOISE,2015,36
3394,DOC WINDOW PEEPING - PUB AREA,2015,2
3395,DOC WINDOW PEEPING-RESIDENCE,2015,39
3396,DRIVING WHILE INTOX / FELONY,2015,116
3397,DUI - AGE 16 AND UNDER,2015,3
3398,DUI - AGE 17 TO 20,2015,25
3399,DUMPING REFUSE NEAR HIGHWAY,2015,16
3400,DWI,2015,1476
3401,DWI  .15 BAC OR ABOVE,2015,290
3402,DWI - CHILD PASSENGER,2015,35
3403,DWI - DRUG RECOGNITION EXPERT,2015,66
3404,DWI 2ND,2015,311
3405,ENTICING A CHILD,2015,7
3406,ESCAPE FROM CUSTODY,2015,1
3407,EVADING / FOOT,2015,78
3408,EVADING / VEHICLE PURSUIT,2015,16
3409,EVADING VEHICLE,2015,58
3410,EXPLOSIVE ORDNANCE DISPOSAL,2015,25
3411,FAIL DISPLAY HANDGUN LICENSE,2015,1
3412,FAILURE TO IDENTIFY,2015,127
3413,FAILURE TO REG AS SEX OFFENDER,2015,36
3414,FALSE ALARM OR REPORT,2015,41
3415,FALSE REPORT TO CPS,2015,1
3416,FALSE REPORT TO PEACE OFFICER,2015,30
3417,FALSE STATEMENT -OBTAIN CREDIT,2015,6
3418,FAMILY DISTURBANCE,2015,5831
3419,FAMILY DISTURBANCE/PARENTAL,2015,547
3420,FEDERAL VIOL/OTHER,2015,49
3421,FELONY ENHANCEMENT/ASSLT W/INJ,2015,139
3422,FORCED SODOMY,2015,6
3423,FORCED SODOMY OF CHILD,2015,1
3424,FORGERY - OTHER,2015,70
3425,FORGERY AND PASSING,2015,166
3426,FORGERY BY ALTERATION,2015,8
3427,FORGERY BY MAKING,2015,18
3428,FORGERY- CERTIFICATE OF TITLE,2015,2
3429,FRAUD - OTHER,2015,948
3430,FRAUD DESTRUCTION OF A WRITING,2015,3
3431,GAMBLING,2015,22
3432,GAMBLING PROMOTION,2015,2
3433,GIFT TO PUBLIC SERVANT,2015,1
3434,GRAFFITI,2015,208
3435,HARASSMENT,2015,1542
3436,HARASSMENT OF A PUBLIC SERVANT,2015,7
3437,HARBORING RUNAWAY CHILD,2015,6
3438,HINDER SECURED CREDITORS,2015,4
3439,HINDERING APPREHENSION,2015,8
3440,IDENTITY THEFT,2015,914
3441,IDENTITY THEFT-TAX RETURNS,2015,24
3442,ILLEGAL LABELLING OF RECORDING,2015,2
3443,IMMIGRATION HOLD/ARREST,2015,12
3444,IMPERSONATING PUBLIC SERVANT,2015,9
3445,INDECENCY WITH A CHILD/CONTACT,2015,121
3446,INDECENCY WITH CHILD/EXPOSURE,2015,22
3447,INDECENT EXPOSURE,2015,69
3448,INHALANT ABUSE,2015,5
3449,INJ TO DISABLED  FAM/DATE VIOL,2015,5
3450,INJ TO ELDERLY   FAM/DATE VIOL,2015,19
3451,INJ/CHILD FV (NO CARE/CUSTODY),2015,2
3452,INJURY DISABLED INDIVIDUAL,2015,77
3453,INJURY TO CHILD,2015,55
3454,INJURY TO CHILD (CARE/CUSTODY),2015,12
3455,INJURY TO ELDERLY PERSON,2015,26
3456,INTER EMERG PHONECALL FAM/DATE,2015,25
3457,INTERFERE W PO SERVICE ANIMALS,2015,1
3458,INTERFERENCE PUBLIC DUTIES,2015,6
3459,INTERFERING W/EMERG PHONE CALL,2015,9
3460,INVASIVE VISUAL RECORDING,2015,29
3461,KEEPING GAMBLING PLACE,2015,1
3462,KIDNAPPING,2015,6
3463,LIQUOR LAW VIOLATION/OTHER,2015,16
3464,LITTERING,2015,19
3465,LOITERING ON SCHOOL PROP,2015,1
3466,MAKING TOBACCO AVAIL TO MINOR,2015,4
3467,MISAPPLY FIDUCIARY PROP,2015,3
3468,MONEY LAUNDERING,2015,4
3469,MURDER,2015,11
3470,NUISANCE ABATEMENT,2015,11
3471,OBSCENE DISPLAY - DISTRIBUTION,2015,1
3472,OBTAIN CONTROLLED SUB BY FRAUD,2015,20
3473,ONLINE IMPERSONATION,2015,34
3474,ONLINE SOLICITATION OF A MINOR,2015,3
3475,PAROLE VIOL,2015,58
3476,PIGEON DROP,2015,3
3477,POSS CONTROLLED SUB/NARCOTIC,2015,674
3478,POSS CONTROLLED SUB/OTHER,2015,54
3479,POSS CONTROLLED SUB/SYN NARC,2015,61
3480,POSS CRIMINAL INSTRUMENT,2015,1
3481,POSS DANG DRUG,2015,24
3482,POSS OF ALCOHOL - AGE 17 TO 20,2015,17
3483,POSS OF ALCOHOL-AGE 16 & UNDER,2015,2
3484,POSS OF DRUG PARAPHERNALIA,2015,361
3485,POSS OF FIREARM BY FELON,2015,40
3486,POSS OF PRESCRIPTION FORM,2015,1
3487,POSS OF PROHIBITED WEAPON,2015,18
3488,POSS SYNTHETIC MARIJUANA,2015,1
3489,POSS/PROMO CHILD PORNOGRAPHY,2015,65
3490,POSSESSION OF MARIJUANA,2015,1001
3491,PROBATION VIOL,2015,5
3492,PROMOTION OF PROSTITUTION,2015,9
3493,PROSTITUTION,2015,92
3494,PROTECTIVE ORDER,2015,266
3495,PROWLER,2015,7
3496,PUBLIC INTOXICATION,2015,876
3497,PUBLIC LEWDNESS,2015,10
3498,PURCHASING PROSTITUTION,2015,7
3499,PURSE SNATCHING,2015,3
3500,RAPE,2015,223
3501,RAPE OF A CHILD,2015,75
3502,RECKLESS DAMAGE,2015,22
3503,RESISTING ARREST OR SEARCH,2015,45
3504,RETALIATION,2015,11
3505,ROBBERY BY ASSAULT,2015,129
3506,ROBBERY BY THREAT,2015,33
3507,RUNAWAY CHILD,2015,1145
3508,SEXTING DEPICTING A MINOR,2015,2
3509,SEXUAL ASSAULT OF CHILD/OBJECT,2015,37
3510,SEXUAL ASSAULT W/ OBJECT,2015,61
3511,SMUGGLING ILLEGAL ALIEN,2015,4
3512,SOLICITATION - BEGGING,2015,2
3513,STALKING,2015,48
3514,STATUTORY RAPE OF CHILD,2015,9
3515,SUSPICIOUS PERSON,2015,139
3516,TAKE WEAPON FRM POLICE OFFICER,2015,5
3517,TAMPERING WITH CONSUMER PROD,2015,2
3518,TAMPERING WITH EVIDENCE,2015,12
3519,TAMPERING WITH GOV RECORD,2015,5
3520,TAMPERING WITH ID NUMBER,2015,1
3521,TAMPERING WITH WITNESS,2015,2
3522,TERRORISTIC THREAT,2015,359
3523,TERRORISTIC THREAT-FAM/DAT VIO,2015,123
3524,THEFT,2015,4307
3525,THEFT BY CHECK,2015,15
3526,THEFT BY EMBEZZLEMENT,2015,7
3527,THEFT BY FALSE PRETEXT/BUNCO,2015,6
3528,THEFT BY PUBLIC SERVANT,2015,2
3529,THEFT BY SHOPLIFTING,2015,683
3530,THEFT CATALYTIC CONVERTER,2015,6
3531,THEFT FROM AUTO,2015,275
3532,THEFT FROM BUILDING,2015,137
3533,THEFT FROM PERSON,2015,147
3534,THEFT OF AUTO PARTS,2015,124
3535,THEFT OF BICYCLE,2015,663
3536,THEFT OF HEAVY EQUIPMENT,2015,7
3537,THEFT OF LICENSE PLATE,2015,219
3538,THEFT OF METAL,2015,80
3539,THEFT OF SERVICE,2015,435
3540,THEFT OF TRAILER,2015,101
3541,THEFT- APPROPRIATE STOLEN PROP,2015,8
3542,THEFT/TILL TAPPING,2015,1
3543,TOBACCO VIOL - AGE 17,2015,3
3544,TOBACCO VIOL - UNDER AGE 17,2015,3
3545,TRADEMARK COUNTERFEITING,2015,2
3546,TRAFFICKING OF PERSONS,2015,10
3547,TRUANCY,2015,4
3548,UCW LICENSE PREMISE,2015,2
3549,UNLAWFUL CARRY-LIC HOLDER,2015,4
3550,UNLAWFUL CARRYING WEAPON,2015,88
3551,UNLAWFUL RESTRAINT,2015,11
3552,UNLAWFUL RESTRAINT FAM/DAT VIO,2015,8
3553,URINATING IN PUBLIC PLACE,2015,34
3554,VIOL CITY ORDINANCE -  GAME RM,2015,2
3555,VIOL CITY ORDINANCE - AIRPORT,2015,2
3556,VIOL CITY ORDINANCE - CURFEW,2015,22
3557,VIOL CITY ORDINANCE - DOG,2015,123
3558,VIOL CITY ORDINANCE - OTHER,2015,224
3559,VIOL CITY ORDINANCE - SMOKING,2015,43
3560,VIOL CITY ORDINANCE - SOUND,2015,9
3561,VIOL CITY ORDINANCE - TAXI,2015,2
3562,VIOL CITY ORDINANCE - WRECKER,2015,36
3563,VIOL CITY ORDINANCE -FIREWORK,2015,4
3564,VIOL GLASS CONTAINER,2015,4
3565,VIOL OF BOND CONDITIONS,2015,3
3566,VIOL OF EMERG PROTECTIVE ORDER,2015,25
3567,VIOL OF PARK CURFEW,2015,11
3568,VIOL OF PROTECTIVE ORDER,2015,112
3569,VIOL STATE LAW - OTHER,2015,65
3570,VIOL STAY AWAY ORDER,2015,5
3571,VIOL TEMP EX PARTE  ORDER,2015,6
3572,VIOL WATER SAFETY ACT,2015,42
3573,VOCO - ALCOHOL  CONSUMPTION,2015,46
3574,VOCO AMPLIFIED MUSIC/VEHICLE,2015,4
3575,VOCO SOLICITATION PROHIBIT,2015,44
3576,WARRANT ARREST NON TRAFFIC,2015,1030
3577,WEAPON VIOL - OTHER,2015,2
3578,ABUSE OF OFFICIAL CAPACITY,2016,1
3579,AGG ASLT ENHANC STRANGL/SUFFOC,2016,26
3580,AGG ASLT STRANGLE/SUFFOCATE,2016,349
3581,AGG ASLT W/MOTOR VEH FAM/DAT V,2016,9
3582,AGG ASSAULT,2016,378
3583,AGG ASSAULT FAM/DATE VIOLENCE,2016,205
3584,AGG ASSAULT ON PUBLIC SERVANT,2016,10
3585,AGG ASSAULT WITH MOTOR VEH,2016,21
3586,AGG KIDNAPPING,2016,1
3587,AGG KIDNAPPING FAM VIO,2016,1
3588,AGG RAPE,2016,7
3589,AGG RAPE OF A CHILD,2016,27
3590,AGG ROBBERY BY ASSAULT,2016,13
3591,AGG ROBBERY/DEADLY WEAPON,2016,212
3592,AGG SEXUAL ASSAULT CHILD/OBJEC,2016,23
3593,AGG SEXUAL ASSAULT W OBJECT,2016,4
3594,AIRPORT - BREACH OF SECURITY,2016,1
3595,AIRPORT - FEDERAL VIOL,2016,5
3596,AIRPORT PLACES WEAPON PROHIBIT,2016,10
3597,APPLIC TO REVOKE PROBATION,2016,62
3598,ARSON,2016,31
3599,ASSAULT  CONTACT-SEXUAL NATURE,2016,108
3600,ASSAULT BY CONTACT,2016,436
3601,ASSAULT BY CONTACT FAM/DATING,2016,496
3602,ASSAULT BY THREAT,2016,399
3603,ASSAULT BY THREAT FAM/DATING,2016,135
3604,ASSAULT ON PUBLIC SERVANT,2016,57
3605,ASSAULT W/INJURY-FAM/DATE VIOL,2016,1885
3606,ASSAULT WITH INJURY,2016,955
3607,AUTO THEFT,2016,919
3608,BOATING WHILE INTOXICATED,2016,1
3609,BOMB THREAT,2016,7
3610,BREACH OF COMPUTER SECURITY,2016,64
3611,BRIBERY,2016,1
3612,BURG NON RESIDENCE SHEDS,2016,172
3613,BURG OF RES - FAM/DATING ASLT,2016,13
3614,BURG OF RES - SEXUAL NATURE,2016,10
3615,BURGLARY NON RESIDENCE,2016,810
3616,BURGLARY OF COIN-OP MACHINE,2016,6
3617,BURGLARY OF RESIDENCE,2016,1885
3618,BURGLARY OF VEHICLE,2016,3946
3619,CAMPING IN PARK,2016,66
